,path,time_scraped,canopy_moisture,dz,extent,extent_fmt,fire_grid,output,resolution,resolution_units,run_binary,stop,run_max_mem_rss_bytes,start,seed,sim_time,surface_moisture,threads,timestep,topo,wind_direction,wind_speed
840,burnpro3d/d/4b/ab/run_4bab5ea0-f656-4314-a992-1a39c32a27ec,2023-12-26T00:30:38.559821,1.0,,"[1298064.0, 942076.0, 1298868.0, 941272.0]","[[x1, y1], [x2, y2]]",,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-11-21T07:55:05.917354-08:00,1559996,2023-11-21T06:26:30.979014-08:00,-1,9450,0.16,1,600,"{'topo_calcs': True, 'total_startup_iters': 500}",285.0,3.129
841,burnpro3d/d/47/60/run_4760cecc-168c-48c8-afc0-42d7e8bf1825,2023-12-26T00:30:38.559821,1.2,,"[1298064.0, 942076.0, 1298868.0, 941272.0]","[[x1, y1], [x2, y2]]",,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-11-21T08:02:07.940844-08:00,1559968,2023-11-21T06:26:32.337415-08:00,-1,9450,0.12,1,600,"{'topo_calcs': True, 'total_startup_iters': 500}",315.0,3.129
842,burnpro3d/d/d2/ea/run_d2ea05f2-90b6-4748-b647-dfbf9068f421,2023-12-26T00:30:38.559821,1.0,,"[1298064.0, 942076.0, 1298868.0, 941272.0]","[[x1, y1], [x2, y2]]",,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-11-21T08:06:06.726502-08:00,1560484,2023-11-21T06:26:33.523694-08:00,-1,9450,0.16,1,600,"{'topo_calcs': True, 'total_startup_iters': 500}",345.0,7.599
843,burnpro3d/d/42/19/run_4219603b-db79-47b0-a551-960f7599ee59,2023-12-26T00:30:38.559821,1.2,,"[1298064.0, 942076.0, 1298868.0, 941272.0]","[[x1, y1], [x2, y2]]",,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-11-21T07:55:33.362810-08:00,1560056,2023-11-21T06:26:34.364628-08:00,-1,9450,0.12,1,600,"{'topo_calcs': True, 'total_startup_iters': 500}",345.0,3.129
844,burnpro3d/d/ed/5f/run_ed5f1ab0-dc58-412d-ab2e-f9fdaf4cf121,2023-12-26T00:30:38.559821,1.2,,"[1298064.0, 942076.0, 1298868.0, 941272.0]","[[x1, y1], [x2, y2]]",,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-11-21T09:12:47.830069-08:00,1560084,2023-11-21T06:26:38.076370-08:00,-1,9450,0.25,1,600,"{'topo_calcs': True, 'total_startup_iters': 500}",285.0,3.129
845,burnpro3d/d/55/3f/run_553f2bc8-3e32-42dc-8db0-1a542dad088c,2023-12-26T00:30:38.559821,1.2,,"[1298064.0, 942076.0, 1298868.0, 941272.0]","[[x1, y1], [x2, y2]]",,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-11-21T09:16:48.974626-08:00,1560076,2023-11-21T06:26:35.663913-08:00,-1,9450,0.25,1,600,"{'topo_calcs': True, 'total_startup_iters': 500}",315.0,4.47
846,burnpro3d/d/db/ff/run_dbff76f1-ef10-485d-98f6-cdf630bea421,2023-12-26T00:30:38.559821,1.0,,"[1298064.0, 942076.0, 1298868.0, 941272.0]","[[x1, y1], [x2, y2]]",,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-11-21T07:55:43.914126-08:00,1560324,2023-11-21T06:26:38.117776-08:00,-1,9450,0.12,1,600,"{'topo_calcs': True, 'total_startup_iters': 500}",315.0,7.599
847,burnpro3d/d/3e/99/run_3e99678b-3e6a-4756-9cc9-f0ef8e32b36e,2023-12-26T00:30:38.559821,1.0,,"[1298064.0, 942076.0, 1298868.0, 941272.0]","[[x1, y1], [x2, y2]]",,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-11-21T07:21:03.784608-08:00,1560332,2023-11-21T06:26:45.939029-08:00,-1,9450,0.12,1,600,"{'topo_calcs': True, 'total_startup_iters': 500}",285.0,3.129
848,burnpro3d/d/d1/f6/run_d1f6ec0a-771a-42d8-9176-e1e812370acb,2023-12-26T00:30:38.559821,1.0,,"[1298064.0, 942076.0, 1298868.0, 941272.0]","[[x1, y1], [x2, y2]]",,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-11-21T07:23:16.736496-08:00,1558440,2023-11-21T06:26:33.185675-08:00,-1,9450,0.16,1,600,"{'topo_calcs': True, 'total_startup_iters': 500}",285.0,7.599
849,burnpro3d/d/93/97/run_93974015-908b-4e50-b526-52f44058184c,2023-12-26T00:30:38.559821,1.2,,"[1298064.0, 942076.0, 1298868.0, 941272.0]","[[x1, y1], [x2, y2]]",,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-11-21T07:57:38.977009-08:00,1560052,2023-11-21T06:26:36.004832-08:00,-1,9450,0.16,1,600,"{'topo_calcs': True, 'total_startup_iters': 500}",285.0,3.129
850,burnpro3d/d/f9/04/run_f9047a83-abd7-4ea2-a309-3518bfad9075,2023-12-26T00:30:38.559821,1.2,,"[1298064.0, 942076.0, 1298868.0, 941272.0]","[[x1, y1], [x2, y2]]",,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-11-21T08:14:13.402203-08:00,1560120,2023-11-21T06:26:32.677991-08:00,-1,9450,0.16,1,600,"{'topo_calcs': True, 'total_startup_iters': 500}",345.0,3.129
851,burnpro3d/d/9e/c6/run_9ec6ba01-9743-4c98-afc6-ec219a2f2474,2023-12-26T00:30:38.559821,1.2,,"[1298064.0, 942076.0, 1298868.0, 941272.0]","[[x1, y1], [x2, y2]]",,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-11-21T07:24:08.612779-08:00,1560260,2023-11-21T06:26:47.157112-08:00,-1,9450,0.16,1,600,"{'topo_calcs': True, 'total_startup_iters': 500}",345.0,4.47
852,burnpro3d/d/3c/0b/run_3c0bf000-7a14-4a02-9b3f-f6e2ebc484cf,2023-12-26T00:30:38.559821,1.0,,"[1298064.0, 942076.0, 1298868.0, 941272.0]","[[x1, y1], [x2, y2]]",,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-11-21T07:26:19.989891-08:00,1559940,2023-11-21T06:26:31.566824-08:00,-1,9450,0.16,1,600,"{'topo_calcs': True, 'total_startup_iters': 500}",315.0,4.47
853,burnpro3d/d/cd/8b/run_cd8b18a0-d631-40ca-bbd1-d279fe4a9e8e,2023-12-26T00:30:38.559821,1.2,,"[1298064.0, 942076.0, 1298868.0, 941272.0]","[[x1, y1], [x2, y2]]",,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-11-21T07:26:44.620217-08:00,1560004,2023-11-21T06:26:32.973237-08:00,-1,9450,0.16,1,600,"{'topo_calcs': True, 'total_startup_iters': 500}",285.0,4.47
854,burnpro3d/d/fb/c6/run_fbc62e3c-ffae-4694-91d2-66c7b09e6139,2023-12-26T00:30:38.559821,1.0,,"[1298064.0, 942076.0, 1298868.0, 941272.0]","[[x1, y1], [x2, y2]]",,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-11-21T07:29:11.125924-08:00,1560376,2023-11-21T06:26:32.905054-08:00,-1,9450,0.08,1,600,"{'topo_calcs': True, 'total_startup_iters': 500}",345.0,3.129
855,burnpro3d/d/c7/73/run_c773a9c9-160e-4a90-8068-087db3e6b6cb,2023-12-26T00:30:38.559821,1.0,,"[1298064.0, 942076.0, 1298868.0, 941272.0]","[[x1, y1], [x2, y2]]",,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-11-21T07:30:27.193219-08:00,1559996,2023-11-21T06:26:32.271322-08:00,-1,9450,0.08,1,600,"{'topo_calcs': True, 'total_startup_iters': 500}",285.0,3.129
856,burnpro3d/d/29/63/run_2963e53a-83eb-44d3-9055-0ec0262206f1,2023-12-26T00:30:38.559821,1.2,,"[1298064.0, 942076.0, 1298868.0, 941272.0]","[[x1, y1], [x2, y2]]",,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-11-21T07:30:19.322259-08:00,1559976,2023-11-21T06:26:31.092428-08:00,-1,9450,0.08,1,600,"{'topo_calcs': True, 'total_startup_iters': 500}",315.0,3.129
857,burnpro3d/d/a6/e5/run_a6e5ab0b-c44b-4ee6-a01a-9d49cdfda5e0,2023-12-26T00:30:38.559821,1.2,,"[1298064.0, 942076.0, 1298868.0, 941272.0]","[[x1, y1], [x2, y2]]",,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-11-21T07:57:48.284232-08:00,1559964,2023-11-21T06:26:33.648421-08:00,-1,9450,0.25,1,600,"{'topo_calcs': True, 'total_startup_iters': 500}",315.0,3.129
858,burnpro3d/d/bd/ba/run_bdba737a-d514-433f-9e6e-3941ddc255be,2023-12-26T00:30:38.559821,1.2,,"[1298064.0, 942076.0, 1298868.0, 941272.0]","[[x1, y1], [x2, y2]]",,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-11-21T07:31:41.854282-08:00,1559908,2023-11-21T06:26:32.301032-08:00,-1,9450,0.12,1,600,"{'topo_calcs': True, 'total_startup_iters': 500}",285.0,3.129
859,burnpro3d/d/9b/2c/run_9b2c4b44-ea03-477e-aaaa-1e974d1b165a,2023-12-26T00:30:38.559821,1.0,,"[1298064.0, 942076.0, 1298868.0, 941272.0]","[[x1, y1], [x2, y2]]",,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-11-21T07:58:33.182806-08:00,1560204,2023-11-21T06:26:40.501936-08:00,-1,9450,0.08,1,600,"{'topo_calcs': True, 'total_startup_iters': 500}",315.0,7.599
860,burnpro3d/d/39/5e/run_395edf83-fabc-4149-ac77-09f9a436f270,2023-12-26T00:30:38.559821,1.2,,"[1298064.0, 942076.0, 1298868.0, 941272.0]","[[x1, y1], [x2, y2]]",,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-11-21T07:31:47.558071-08:00,1560072,2023-11-21T06:26:32.393599-08:00,-1,9450,0.08,1,600,"{'topo_calcs': True, 'total_startup_iters': 500}",315.0,7.599
861,burnpro3d/d/45/cd/run_45cd93cd-6fd9-40da-b6f5-829986ca05a0,2023-12-26T00:30:38.559821,1.0,,"[1298064.0, 942076.0, 1298868.0, 941272.0]","[[x1, y1], [x2, y2]]",,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-11-21T07:37:46.717897-08:00,1558436,2023-11-21T06:27:06.301554-08:00,-1,9450,0.25,1,600,"{'topo_calcs': True, 'total_startup_iters': 500}",315.0,4.47
862,burnpro3d/d/ea/6e/run_ea6e6895-ffe7-450d-9e24-e90fffe58c9d,2023-12-26T00:30:38.559821,1.0,,"[1298064.0, 942076.0, 1298868.0, 941272.0]","[[x1, y1], [x2, y2]]",,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-11-21T07:58:42.517047-08:00,1560276,2023-11-21T06:26:42.559635-08:00,-1,9450,0.25,1,600,"{'topo_calcs': True, 'total_startup_iters': 500}",285.0,3.129
863,burnpro3d/d/d4/42/run_d44289f2-a87a-4abc-af6c-9fd7d66e782a,2023-12-26T00:30:38.559821,1.0,,"[1298064.0, 942076.0, 1298868.0, 941272.0]","[[x1, y1], [x2, y2]]",,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-11-21T07:39:11.919267-08:00,1569660,2023-11-21T06:26:45.084819-08:00,-1,9450,0.12,1,600,"{'topo_calcs': True, 'total_startup_iters': 500}",285.0,7.599
864,burnpro3d/d/29/09/run_2909ae4a-18ab-4ce4-9eb8-8a2980360d1c,2023-12-26T00:30:38.559821,1.0,,"[1298064.0, 942076.0, 1298868.0, 941272.0]","[[x1, y1], [x2, y2]]",,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-11-21T07:39:18.101668-08:00,1560296,2023-11-21T06:27:05.892852-08:00,-1,9450,0.16,1,600,"{'topo_calcs': True, 'total_startup_iters': 500}",345.0,3.129
865,burnpro3d/d/6b/48/run_6b4839d0-8197-4ea5-a0b2-781220af5cd1,2023-12-26T00:30:38.559821,1.0,,"[1298064.0, 942076.0, 1298868.0, 941272.0]","[[x1, y1], [x2, y2]]",,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-11-21T08:01:30.069863-08:00,1560348,2023-11-21T06:26:55.697577-08:00,-1,9450,0.08,1,600,"{'topo_calcs': True, 'total_startup_iters': 500}",285.0,7.599
866,burnpro3d/d/04/8e/run_048e36db-0f27-4de8-b75d-31f00f866a8a,2023-12-26T00:30:38.559821,1.2,,"[1298064.0, 942076.0, 1298868.0, 941272.0]","[[x1, y1], [x2, y2]]",,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-11-21T07:41:03.329039-08:00,1568228,2023-11-21T06:26:51.199464-08:00,-1,9450,0.25,1,600,"{'topo_calcs': True, 'total_startup_iters': 500}",345.0,7.599
867,burnpro3d/d/ae/5a/run_ae5a414c-2ee7-4c66-acd5-3ea47417352d,2023-12-26T00:30:38.559821,1.2,,"[1298064.0, 942076.0, 1298868.0, 941272.0]","[[x1, y1], [x2, y2]]",,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-11-21T08:01:46.171474-08:00,1559980,2023-11-21T06:26:32.273275-08:00,-1,9450,0.25,1,600,"{'topo_calcs': True, 'total_startup_iters': 500}",345.0,3.129
868,burnpro3d/d/68/d6/run_68d6af64-0e84-462e-8b87-7776fa66a71b,2023-12-26T00:30:38.559821,1.0,,"[1298064.0, 942076.0, 1298868.0, 941272.0]","[[x1, y1], [x2, y2]]",,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-11-21T07:42:12.754031-08:00,1560240,2023-11-21T06:26:34.468634-08:00,-1,9450,0.25,1,600,"{'topo_calcs': True, 'total_startup_iters': 500}",285.0,7.599
869,burnpro3d/d/2e/2e/run_2e2e338e-3300-4360-adbd-ca6f4e306d9e,2023-12-26T00:30:38.559821,1.2,,"[1298064.0, 942076.0, 1298868.0, 941272.0]","[[x1, y1], [x2, y2]]",,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-11-21T07:43:52.338366-08:00,1559964,2023-11-21T06:26:33.587529-08:00,-1,9450,0.16,1,600,"{'topo_calcs': True, 'total_startup_iters': 500}",315.0,7.599
870,burnpro3d/d/06/f1/run_06f16e43-06f6-44e0-b1a5-be0ab78de166,2023-12-26T00:30:38.559821,1.2,,"[1298064.0, 942076.0, 1298868.0, 941272.0]","[[x1, y1], [x2, y2]]",,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-11-21T07:44:00.162538-08:00,1561976,2023-11-21T06:26:45.606911-08:00,-1,9450,0.12,1,600,"{'topo_calcs': True, 'total_startup_iters': 500}",345.0,4.47
871,burnpro3d/d/5b/17/run_5b17fb04-796d-404c-a130-e44a2eed8599,2023-12-26T00:30:38.559821,1.2,,"[1298064.0, 942076.0, 1298868.0, 941272.0]","[[x1, y1], [x2, y2]]",,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-11-21T07:44:22.581403-08:00,1560292,2023-11-21T06:26:31.180626-08:00,-1,9450,0.16,1,600,"{'topo_calcs': True, 'total_startup_iters': 500}",345.0,7.599
872,burnpro3d/d/ae/4b/run_ae4b1cef-000f-4691-b8c7-30f5456d953e,2023-12-26T00:30:38.559821,1.2,,"[1298064.0, 942076.0, 1298868.0, 941272.0]","[[x1, y1], [x2, y2]]",,"{'emissions': False, 'energy_atmos': False, 'fire_energy': False, 'fuels_dens': True, 'fuels_moist': False, 'plume_locs': False, 'plume_traj': False, 'qu_avg_wind': False, 'qu_wind': False, 'reaction_rate': False, 'steps_fire': 600, 'steps_wind': 100, 'thermal_rad': False, 'vert_mass_burnt': False, 'wind': False}","[2.0, 2.0, 1.0]",meters,/quicfire/quicfire-v5.2-ucsd-rel,2023-11-21T07:46:18.369459-08:00,1560332,2023-11-21T06:26:29.321190-08:00,-1,9450,0.08,1,600,"{'topo_calcs': True, 'total_startup_iters': 500}",345.0,7.599
