,path,start,stop,sim_time,timestep,wind_direction,wind_speed,canopy_moisture,surface_moisture,run_max_mem_rss_bytes,threads,area,runtime,cpu_total,mem_total,ensemble_uuid,run_uuid
773,burnpro3d/d/7c/c4/run_7cc4e537-ed78-4905-9552-f72fa6aaac23,2023-11-16T08:56:29.976592-08:00,2023-11-16T13:43:47.099157-08:00,14993,600,180.0,7.599,1.0,0.12,4236604,1,648024.0,17238.0,1269308.4309326988,74510503220938.75,c871a760-e0a0-441e-ae00-f1fb994104b5,7cc4e537-ed78-4905-9552-f72fa6aaac23
969,burnpro3d/d/62/4f/run_624f5a12-14b1-476a-bc68-c0756324dcf6,2023-11-22T05:24:08.872626-08:00,2023-11-22T06:59:00.299762-08:00,9444,600,285.0,4.47,1.0,0.08,2467448,1,648024.0,5692.0,5692.325756302831,203188246531.92404,73a7067f-da82-4bef-b27b-7f0dcc0145d8,624f5a12-14b1-476a-bc68-c0756324dcf6
1040,burnpro3d/d/07/e3/run_07e3b675-07a2-4964-bebf-359c0d8db5d6,2023-11-21T19:16:39.635915-08:00,2023-11-21T21:04:09.529563-08:00,14855,600,285.0,7.599,1.0,0.12,2464400,1,648024.0,6450.0,6450.431375698041,235991438115.88788,17376106-7252-45bf-ae15-f2ff4aad2f45,07e3b675-07a2-4964-bebf-359c0d8db5d6
1042,burnpro3d/d/ff/fc/run_fffcfb00-0971-4427-99ff-c6f6eabad514,2023-06-14T10:24:04.364881-07:00,2023-06-14T10:31:25.816069-07:00,4005,600,90.0,2.235,0.9,0.1,404324,1,294840.0,441.0,0.0,0.0,037a07f1-1f53-4a88-a008-75ddbddac053,fffcfb00-0971-4427-99ff-c6f6eabad514
1043,burnpro3d/d/35/fb/run_35fb16ed-db40-4cfa-8b14-59161f7e823d,2023-10-27T08:12:27.431875-07:00,2023-10-27T09:08:27.943756-07:00,4495,600,255.0,3.129,0.9,0.08,1426972,1,382536.0,3360.0,0.0,0.0,0e16ec8c-bb5b-4976-bb85-79bc0ff94feb,35fb16ed-db40-4cfa-8b14-59161f7e823d
1044,burnpro3d/d/47/6a/run_476a8018-7159-4e28-b485-2f15343c2071,2023-10-27T08:11:53.311376-07:00,2023-10-27T08:46:33.698505-07:00,4495,600,225.0,3.129,0.9,0.08,1433984,1,382536.0,2080.0,0.0,0.0,0e16ec8c-bb5b-4976-bb85-79bc0ff94feb,476a8018-7159-4e28-b485-2f15343c2071
1045,burnpro3d/d/61/d0/run_61d0eca7-2f17-4967-99c7-4bba1e695f70,2023-10-27T08:11:53.690756-07:00,2023-10-27T08:46:03.089382-07:00,4495,600,195.0,3.129,0.9,0.08,1432136,1,382536.0,2050.0,0.0,0.0,0e16ec8c-bb5b-4976-bb85-79bc0ff94feb,61d0eca7-2f17-4967-99c7-4bba1e695f70
1046,burnpro3d/d/9b/46/run_9b46c014-fd7a-4c53-840d-d8f6108ca138,2023-10-29T16:10:30.101637-07:00,2023-10-29T20:00:58.763377-07:00,9507,600,270.0,6.705,0.9,0.1,3024140,1,806388.0,13828.0,184433.1192555054,8442197163132.211,841e0900-6fc9-4a22-ad8a-34d03309a4de,9b46c014-fd7a-4c53-840d-d8f6108ca138
1047,burnpro3d/d/db/71/run_db713bfc-181b-48ea-a05d-2ece615c0c99,2023-10-29T16:10:28.154699-07:00,2023-10-29T20:03:12.624252-07:00,9507,600,240.0,6.705,0.9,0.15,3024332,1,806388.0,13964.0,184511.27864727346,8441857334029.772,841e0900-6fc9-4a22-ad8a-34d03309a4de,db713bfc-181b-48ea-a05d-2ece615c0c99
1048,burnpro3d/d/f0/82/run_f0825504-75e0-48e0-95e4-25b959c73736,2023-10-29T16:10:16.755204-07:00,2023-10-29T17:32:26.077229-07:00,9507,600,270.0,6.705,0.9,0.15,3023632,1,806388.0,4930.0,119037.57441654068,5427613216115.18,841e0900-6fc9-4a22-ad8a-34d03309a4de,f0825504-75e0-48e0-95e4-25b959c73736
1049,burnpro3d/d/2f/ce/run_2fceb226-95b5-43c0-8c89-8c3633a9fa70,2023-10-29T16:10:24.072697-07:00,2023-10-29T20:04:40.738161-07:00,9507,600,270.0,2.235,0.9,0.15,3023192,1,806388.0,14056.0,184613.7325479107,8447158176069.475,841e0900-6fc9-4a22-ad8a-34d03309a4de,2fceb226-95b5-43c0-8c89-8c3633a9fa70
1050,burnpro3d/d/61/5d/run_615db521-5d26-4b59-bc0a-2d87de3ebf18,2023-10-29T16:10:19.480368-07:00,2023-10-29T17:35:01.400841-07:00,9507,600,300.0,4.47,0.9,0.15,3022816,1,806388.0,5082.0,121646.1477642119,5555231098551.089,841e0900-6fc9-4a22-ad8a-34d03309a4de,615db521-5d26-4b59-bc0a-2d87de3ebf18
1051,burnpro3d/d/2c/dd/run_2cdd78c5-5fe1-4858-9116-b7da0c7b68e0,2023-10-29T16:10:20.004592-07:00,2023-10-29T17:48:45.754412-07:00,9507,600,300.0,6.705,0.9,0.15,3023464,1,806388.0,5905.0,132787.1531081939,6042288774042.84,841e0900-6fc9-4a22-ad8a-34d03309a4de,2cdd78c5-5fe1-4858-9116-b7da0c7b68e0
1052,burnpro3d/d/cb/3b/run_cb3b1ee9-cb91-415f-ad4a-95aaf5b23eef,2023-10-29T16:13:01.658655-07:00,2023-10-29T17:50:56.869359-07:00,9507,600,300.0,6.705,0.9,0.1,3023676,1,806388.0,5875.0,129952.62901528344,5922776433436.769,841e0900-6fc9-4a22-ad8a-34d03309a4de,cb3b1ee9-cb91-415f-ad4a-95aaf5b23eef
1053,burnpro3d/d/83/81/run_83818bd0-e8a3-490e-94c5-ef14835ce307,2023-10-29T16:13:00.876007-07:00,2023-10-29T17:53:15.220387-07:00,9507,600,240.0,2.235,0.9,0.15,3023908,1,806388.0,6015.0,131752.32843580065,6003757553535.577,841e0900-6fc9-4a22-ad8a-34d03309a4de,83818bd0-e8a3-490e-94c5-ef14835ce307
1054,burnpro3d/d/de/c4/run_dec4a802-08a0-4dd9-8bda-3befc83f6136,2023-10-29T16:10:22.501770-07:00,2023-10-29T20:09:54.981683-07:00,9507,600,270.0,2.235,0.9,0.1,3023088,1,806388.0,14372.0,184687.349541763,8448107655551.431,841e0900-6fc9-4a22-ad8a-34d03309a4de,dec4a802-08a0-4dd9-8bda-3befc83f6136
1055,burnpro3d/d/32/65/run_3265f60b-44ac-4fd1-b93d-0f0f3fd8b58f,2023-10-29T16:10:20.077853-07:00,2023-10-29T17:56:10.398646-07:00,9507,600,270.0,6.705,0.9,0.05,3023608,1,806388.0,6350.0,138547.74297801437,6302607097346.838,841e0900-6fc9-4a22-ad8a-34d03309a4de,3265f60b-44ac-4fd1-b93d-0f0f3fd8b58f
1056,burnpro3d/d/26/44/run_2644b17a-d3ab-489d-aaec-c493e135f098,2023-10-29T16:10:20.669056-07:00,2023-10-29T18:12:52.040602-07:00,9507,600,270.0,4.47,0.9,0.15,3022920,1,806388.0,7352.0,151623.6153138951,6900503770457.698,841e0900-6fc9-4a22-ad8a-34d03309a4de,2644b17a-d3ab-489d-aaec-c493e135f098
1057,burnpro3d/d/dc/a8/run_dca8db4b-e2ed-4398-995f-38e28b6dcc2b,2023-10-29T16:10:26.073815-07:00,2023-10-29T20:29:01.496165-07:00,9507,600,240.0,4.47,0.9,0.05,3024580,1,806388.0,15515.0,184574.39831862584,8445030081923.783,841e0900-6fc9-4a22-ad8a-34d03309a4de,dca8db4b-e2ed-4398-995f-38e28b6dcc2b
1058,burnpro3d/d/96/c4/run_96c4f214-f36c-4d2f-b57c-314a24efb1c5,2023-10-29T16:10:17.574933-07:00,2023-10-29T18:18:45.310274-07:00,9507,600,300.0,4.47,0.9,0.1,3024848,1,806388.0,7708.0,156261.3247205072,7142280184954.676,841e0900-6fc9-4a22-ad8a-34d03309a4de,96c4f214-f36c-4d2f-b57c-314a24efb1c5
1059,burnpro3d/d/ce/44/run_ce44a7ad-86b2-434a-8244-7d47b99b497a,2023-10-29T16:10:26.456620-07:00,2023-10-29T18:25:35.550012-07:00,9507,600,300.0,4.47,0.9,0.05,3022924,1,806388.0,8109.0,160674.78419326025,7344656545272.302,841e0900-6fc9-4a22-ad8a-34d03309a4de,ce44a7ad-86b2-434a-8244-7d47b99b497a
1060,burnpro3d/d/eb/8b/run_eb8bbefe-ea06-469a-a090-45e7e52e3097,2023-10-29T16:10:20.309591-07:00,2023-10-29T20:29:52.377869-07:00,9507,600,270.0,2.235,0.9,0.05,3023016,1,806388.0,15572.0,184701.86469653295,8454373106840.566,841e0900-6fc9-4a22-ad8a-34d03309a4de,eb8bbefe-ea06-469a-a090-45e7e52e3097
1061,burnpro3d/d/e8/9b/run_e89b70fe-fa59-4ac5-b700-22273bc4a8b3,2023-10-29T16:10:24.371778-07:00,2023-10-29T18:28:58.410731-07:00,9507,600,270.0,4.47,0.9,0.1,3023608,1,806388.0,8314.0,162996.28286786354,7460071730717.503,841e0900-6fc9-4a22-ad8a-34d03309a4de,e89b70fe-fa59-4ac5-b700-22273bc4a8b3
1062,burnpro3d/d/25/b9/run_25b98e29-d897-4290-807c-c2ca5e09194c,2023-10-29T16:10:17.886443-07:00,2023-10-29T18:33:02.123185-07:00,9507,600,300.0,2.235,0.9,0.15,3025552,1,806388.0,8565.0,165857.75139341754,7586978375668.367,841e0900-6fc9-4a22-ad8a-34d03309a4de,25b98e29-d897-4290-807c-c2ca5e09194c
1063,burnpro3d/d/09/0d/run_090d5c26-c24d-4de9-bb10-768c679acee7,2023-10-29T16:10:28.180065-07:00,2023-10-29T18:34:38.268692-07:00,9507,600,240.0,6.705,0.9,0.1,3024380,1,806388.0,8650.0,166568.28502417632,7609323968970.581,841e0900-6fc9-4a22-ad8a-34d03309a4de,090d5c26-c24d-4de9-bb10-768c679acee7
1064,burnpro3d/d/1d/74/run_1d742b38-ec6f-40d0-92f1-d0edb6308f16,2023-10-29T16:10:16.838907-07:00,2023-10-29T18:35:55.995634-07:00,9507,600,240.0,2.235,0.9,0.05,3023348,1,806388.0,8739.0,167620.31897964815,7671889592849.132,841e0900-6fc9-4a22-ad8a-34d03309a4de,1d742b38-ec6f-40d0-92f1-d0edb6308f16
1065,burnpro3d/d/50/64/run_50641cdd-f8c2-4c41-9d69-7afae5bc9e0d,2023-10-29T16:10:22.532517-07:00,2023-10-29T18:39:31.815788-07:00,9507,600,240.0,4.47,0.9,0.15,3024556,1,806388.0,8949.0,169689.6415420248,7763329774389.514,841e0900-6fc9-4a22-ad8a-34d03309a4de,50641cdd-f8c2-4c41-9d69-7afae5bc9e0d
1066,burnpro3d/d/2c/cd/run_2ccdacf8-acfb-4b9d-b631-97a26052e5b2,2023-10-29T16:10:24.521999-07:00,2023-10-29T19:18:51.866306-07:00,9507,600,270.0,4.47,0.9,0.05,3022996,1,806388.0,11307.0,183301.51181157425,8385419671346.307,841e0900-6fc9-4a22-ad8a-34d03309a4de,2ccdacf8-acfb-4b9d-b631-97a26052e5b2
1067,burnpro3d/d/b3/e2/run_b3e27c36-bc6d-490c-9d50-1b6b3a063c9a,2023-10-29T16:10:17.051369-07:00,2023-10-29T19:20:01.995971-07:00,9507,600,240.0,2.235,0.9,0.1,3023064,1,806388.0,11384.0,183589.78853530675,8409726961826.665,841e0900-6fc9-4a22-ad8a-34d03309a4de,b3e27c36-bc6d-490c-9d50-1b6b3a063c9a
1068,burnpro3d/d/a5/52/run_a5527dea-c712-4197-89a4-fe25918bb7aa,2023-10-29T16:10:21.897192-07:00,2023-10-29T19:32:53.420267-07:00,9507,600,240.0,6.705,0.9,0.05,3024480,1,806388.0,12152.0,184710.7436920863,8449684789600.497,841e0900-6fc9-4a22-ad8a-34d03309a4de,a5527dea-c712-4197-89a4-fe25918bb7aa
1069,burnpro3d/d/17/9c/run_179ce8cf-9431-4c5c-9b3c-0d67c162fe77,2023-10-29T16:10:22.580249-07:00,2023-10-29T19:44:34.461292-07:00,9507,600,300.0,2.235,0.9,0.1,3023008,1,806388.0,12852.0,184694.88610037015,8448982835675.379,841e0900-6fc9-4a22-ad8a-34d03309a4de,179ce8cf-9431-4c5c-9b3c-0d67c162fe77
1070,burnpro3d/d/e0/19/run_e019efab-6d27-4e91-a12c-ff9141e89295,2023-10-29T16:10:26.434113-07:00,2023-10-29T19:48:45.494091-07:00,9507,600,300.0,2.235,0.9,0.05,3023132,1,806388.0,13099.0,184561.791193855,8444536198592.277,841e0900-6fc9-4a22-ad8a-34d03309a4de,e019efab-6d27-4e91-a12c-ff9141e89295
1071,burnpro3d/d/d3/b7/run_d3b759c6-a97b-4fb9-9f5b-5f84f247c118,2023-10-29T16:10:20.937817-07:00,2023-10-29T19:52:51.592819-07:00,9507,600,240.0,4.47,0.9,0.1,3024708,1,806388.0,13351.0,184714.65064239092,8455452344019.485,841e0900-6fc9-4a22-ad8a-34d03309a4de,d3b759c6-a97b-4fb9-9f5b-5f84f247c118
1072,burnpro3d/d/4d/cd/run_4dcde255-3fc2-4447-86d5-5b6e5ab98361,2023-10-29T16:10:22.899564-07:00,2023-10-29T19:56:58.260724-07:00,9507,600,300.0,6.705,0.9,0.05,3024448,1,806388.0,13596.0,184689.730982215,8448507109995.005,841e0900-6fc9-4a22-ad8a-34d03309a4de,4dcde255-3fc2-4447-86d5-5b6e5ab98361
1073,burnpro3d/d/49/c3/run_49c39411-b47b-4706-993e-c4d922932ec9,2023-11-08T12:44:50.723326-08:00,2023-11-08T15:25:11.966147-08:00,9437,600,270.0,4.47,0.9,0.15,3735656,1,1140352.0,9621.0,259324.42186259993,10347263055937.627,fee4fe73-e4dc-40c3-acab-823712726548,49c39411-b47b-4706-993e-c4d922932ec9
1074,burnpro3d/d/f8/6d/run_f86dd6de-e46c-4ec6-8e93-00ce1a82a474,2023-11-08T12:44:54.504619-08:00,2023-11-08T16:32:40.956061-08:00,9437,600,240.0,4.47,0.9,0.15,3736144,1,1140352.0,13666.0,358248.73987412883,14127112165706.14,fee4fe73-e4dc-40c3-acab-823712726548,f86dd6de-e46c-4ec6-8e93-00ce1a82a474
1075,burnpro3d/d/7d/d3/run_7dd300be-86fe-4d7b-9f94-80352ed0c1aa,2023-11-08T12:44:49.828514-08:00,2023-11-08T15:57:25.509185-08:00,9437,600,300.0,4.47,0.9,0.15,3737780,1,1140352.0,11556.0,309183.72089571255,12325932386732.465,fee4fe73-e4dc-40c3-acab-823712726548,7dd300be-86fe-4d7b-9f94-80352ed0c1aa
1076,burnpro3d/d/37/26/run_3726137b-ffdb-4480-a274-6f982dd51413,2023-11-08T12:45:16.272138-08:00,2023-11-08T16:33:57.780052-08:00,9437,600,270.0,6.705,0.9,0.15,3736124,1,1140352.0,13721.0,359698.36277726153,14172613700964.73,fee4fe73-e4dc-40c3-acab-823712726548,3726137b-ffdb-4480-a274-6f982dd51413
1077,burnpro3d/d/39/f4/run_39f412ae-2e8d-4cf0-909f-0ca1639899dc,2023-11-08T12:44:56.664281-08:00,2023-11-08T16:14:27.161932-08:00,9437,600,300.0,6.705,0.9,0.05,3735876,1,1140352.0,12571.0,333769.19244529575,13264552842439.928,fee4fe73-e4dc-40c3-acab-823712726548,39f412ae-2e8d-4cf0-909f-0ca1639899dc
1078,burnpro3d/d/f8/c1/run_f8c1a2a8-5512-4323-a57f-6adda5c62339,2023-11-08T12:44:49.754031-08:00,2023-11-08T16:20:39.407026-08:00,9437,600,300.0,4.47,0.9,0.05,3735892,1,1140352.0,12950.0,342303.96397743485,13550874717822.959,fee4fe73-e4dc-40c3-acab-823712726548,f8c1a2a8-5512-4323-a57f-6adda5c62339
1079,burnpro3d/d/ae/42/run_ae425e05-b4f1-4d61-8e94-5f669bf331b1,2023-11-08T12:44:52.249767-08:00,2023-11-08T16:34:26.188306-08:00,9437,600,240.0,4.47,0.9,0.05,3736164,1,1140352.0,13774.0,360445.82872372714,14218791342113.145,fee4fe73-e4dc-40c3-acab-823712726548,ae425e05-b4f1-4d61-8e94-5f669bf331b1
1080,burnpro3d/d/92/df/run_92df3bb6-d8e1-4aaf-9c78-74189e4e6d1f,2023-11-08T12:45:13.430319-08:00,2023-11-08T16:53:28.584831-08:00,9437,600,270.0,6.705,0.9,0.05,3736028,1,1140352.0,14895.0,382138.8843465977,14972650439066.57,fee4fe73-e4dc-40c3-acab-823712726548,92df3bb6-d8e1-4aaf-9c78-74189e4e6d1f
1081,burnpro3d/d/97/b9/run_97b9986b-6723-42bf-8b50-953f889e68b9,2023-11-08T12:44:52.734793-08:00,2023-11-08T17:02:09.994738-08:00,9437,600,300.0,2.235,0.9,0.15,3735976,1,1140352.0,15437.0,391577.7141984881,15358264039429.252,fee4fe73-e4dc-40c3-acab-823712726548,97b9986b-6723-42bf-8b50-953f889e68b9
1082,burnpro3d/d/20/51/run_20512707-94f8-4f88-8c1a-1099443d45ea,2023-11-08T12:45:14.433167-08:00,2023-11-08T17:02:43.410975-08:00,9437,600,300.0,6.705,0.9,0.15,3735916,1,1140352.0,15449.0,392117.6859705705,15368575879539.014,fee4fe73-e4dc-40c3-acab-823712726548,20512707-94f8-4f88-8c1a-1099443d45ea
1083,burnpro3d/d/49/b1/run_49b1a797-a7c4-4dc1-8ca1-e356cd43fec0,2023-11-08T12:45:16.056841-08:00,2023-11-08T17:39:05.344858-08:00,9437,600,300.0,2.235,0.9,0.1,3735984,1,1140352.0,17629.0,426992.4536685228,16667469033302.096,fee4fe73-e4dc-40c3-acab-823712726548,49b1a797-a7c4-4dc1-8ca1-e356cd43fec0
1084,burnpro3d/d/df/d1/run_dfd12d26-ea4e-423e-9f49-52108e389c0d,2023-11-08T12:44:56.162397-08:00,2023-11-08T17:39:00.279394-08:00,9437,600,270.0,6.705,0.9,0.1,3735896,1,1140352.0,17644.0,427039.84608683316,16680961387470.848,fee4fe73-e4dc-40c3-acab-823712726548,dfd12d26-ea4e-423e-9f49-52108e389c0d
1085,burnpro3d/d/85/97/run_859790cb-6006-42f2-942b-f0e976de55b2,2023-11-08T12:45:16.033371-08:00,2023-11-08T17:45:08.105708-08:00,9437,600,240.0,2.235,0.9,0.1,3735852,1,1140352.0,17992.0,432135.75739045464,16828250254760.834,fee4fe73-e4dc-40c3-acab-823712726548,859790cb-6006-42f2-942b-f0e976de55b2
1086,burnpro3d/d/0d/0b/run_0d0bc884-d0c7-485d-9a15-691b2eb2921e,2023-11-08T12:44:51.968436-08:00,2023-11-08T18:01:37.521251-08:00,9437,600,300.0,4.47,0.9,0.1,3735888,1,1140352.0,19006.0,444294.4857701759,17258549597813.635,fee4fe73-e4dc-40c3-acab-823712726548,0d0bc884-d0c7-485d-9a15-691b2eb2921e
1087,burnpro3d/d/69/b5/run_69b5aa8a-b82c-4fe2-a7ee-b3d212dae2df,2023-11-08T12:45:21.146732-08:00,2023-11-08T18:07:32.780451-08:00,9437,600,300.0,6.705,0.9,0.1,3735792,1,1140352.0,19331.0,448009.75059999776,17338972763364.518,fee4fe73-e4dc-40c3-acab-823712726548,69b5aa8a-b82c-4fe2-a7ee-b3d212dae2df
1088,burnpro3d/d/6e/ab/run_6eab95a2-1a36-4717-a5b5-026825c04ea0,2023-11-08T12:44:53.940949-08:00,2023-11-08T18:07:43.860709-08:00,9437,600,270.0,4.47,0.9,0.05,3736024,1,1140352.0,19370.0,448306.3583628428,17375291972388.773,fee4fe73-e4dc-40c3-acab-823712726548,6eab95a2-1a36-4717-a5b5-026825c04ea0
1089,burnpro3d/d/e0/0b/run_e00bcd21-a9f3-48c5-a88a-a161ce851332,2023-11-08T12:45:00.672323-08:00,2023-11-08T18:08:50.793372-08:00,9437,600,240.0,6.705,0.9,0.1,3736148,1,1140352.0,19430.0,448920.0659587939,17387646903439.324,fee4fe73-e4dc-40c3-acab-823712726548,e00bcd21-a9f3-48c5-a88a-a161ce851332
1090,burnpro3d/d/02/fc/run_02fc83f2-7f4d-4a81-bc38-a996a2d6e4ec,2023-11-08T12:44:58.474568-08:00,2023-11-08T18:22:56.218098-08:00,9437,600,270.0,4.47,0.9,0.1,3735816,1,1140352.0,20278.0,455760.6624651161,17611703998178.383,fee4fe73-e4dc-40c3-acab-823712726548,02fc83f2-7f4d-4a81-bc38-a996a2d6e4ec
1091,burnpro3d/d/3e/67/run_3e674805-17e9-44bd-9849-8dee6ea330ca,2023-11-08T12:44:54.491424-08:00,2023-11-08T18:31:16.111057-08:00,9437,600,240.0,4.47,0.9,0.1,3735900,1,1140352.0,20782.0,459275.5831975744,17766175626273.4,fee4fe73-e4dc-40c3-acab-823712726548,3e674805-17e9-44bd-9849-8dee6ea330ca
1092,burnpro3d/d/1d/b8/run_1db86baa-fe77-440e-84d5-0c7b586e5da4,2023-11-08T12:44:53.154626-08:00,2023-11-08T19:20:41.246637-08:00,9437,600,240.0,2.235,0.9,0.05,3736032,1,1140352.0,23748.0,477108.62537382863,18448717370838.29,fee4fe73-e4dc-40c3-acab-823712726548,1db86baa-fe77-440e-84d5-0c7b586e5da4
1093,burnpro3d/d/d3/4c/run_d34cdbc4-8d39-42bd-bcd0-487296d4b25f,2023-11-08T12:44:54.012661-08:00,2023-11-08T19:22:56.188201-08:00,9437,600,270.0,2.235,0.9,0.1,3735984,1,1140352.0,23882.0,477799.16141016333,18484613437140.547,fee4fe73-e4dc-40c3-acab-823712726548,d34cdbc4-8d39-42bd-bcd0-487296d4b25f
1094,burnpro3d/d/6c/f1/run_6cf1df18-03d2-439e-9274-ea198688fc29,2023-11-08T12:44:55.255068-08:00,2023-11-08T19:28:00.889830-08:00,9437,600,300.0,2.235,0.9,0.05,3735780,1,1140352.0,24185.0,479044.0524100208,18540298203545.42,fee4fe73-e4dc-40c3-acab-823712726548,6cf1df18-03d2-439e-9274-ea198688fc29
1095,burnpro3d/d/66/3b/run_663bbf9c-cbb2-4412-83ec-df1c613afb3a,2023-11-08T12:44:55.986793-08:00,2023-11-08T19:33:08.523061-08:00,9437,600,270.0,2.235,0.9,0.15,3735960,1,1140352.0,24493.0,479983.48992443585,18577204780670.277,fee4fe73-e4dc-40c3-acab-823712726548,663bbf9c-cbb2-4412-83ec-df1c613afb3a
1096,burnpro3d/d/ad/90/run_ad906ec2-0c51-4cd1-80f0-1251555d1eed,2023-11-08T12:44:52.242845-08:00,2023-11-08T19:36:56.034593-08:00,9437,600,270.0,2.235,0.9,0.05,3736032,1,1140352.0,24724.0,480468.4843006273,18596058432832.652,fee4fe73-e4dc-40c3-acab-823712726548,ad906ec2-0c51-4cd1-80f0-1251555d1eed
1097,burnpro3d/d/62/69/run_6269875b-d8ab-4a35-82b4-174d65ea0aea,2023-11-08T12:45:21.167386-08:00,2023-11-08T19:51:18.803405-08:00,9437,600,240.0,2.235,0.9,0.15,3735996,1,1140352.0,25557.0,481156.3777751274,18591291296526.95,fee4fe73-e4dc-40c3-acab-823712726548,6269875b-d8ab-4a35-82b4-174d65ea0aea
1098,burnpro3d/d/64/9f/run_649f0ea3-7356-4b0e-b2ca-e158897a312d,2023-11-08T12:44:49.529171-08:00,2023-11-08T15:49:20.720705-08:00,9437,600,240.0,6.705,0.9,0.15,3739540,1,1140352.0,11071.0,297060.4881053036,11851695652207.691,fee4fe73-e4dc-40c3-acab-823712726548,649f0ea3-7356-4b0e-b2ca-e158897a312d
1099,burnpro3d/d/c7/cd/run_c7cd644a-9032-4be1-bbd4-e6a399951167,2023-11-08T12:45:17.970597-08:00,2023-11-08T17:46:16.167713-08:00,9437,600,240.0,6.705,0.9,0.05,3737080,1,1140352.0,18059.0,433039.6196684868,16846055921847.934,fee4fe73-e4dc-40c3-acab-823712726548,c7cd644a-9032-4be1-bbd4-e6a399951167
1154,burnpro3d/d/16/33/run_16337d13-7438-45ce-8c4c-13806b19965f,2023-06-19T12:19:54.331626-07:00,2023-06-19T13:30:15.409350-07:00,6748,600,120.0,1.341,0.9,0.03,1338772,1,646416.0,4221.0,0.0,0.0,3a245531-d184-4639-9b30-64350de17893,16337d13-7438-45ce-8c4c-13806b19965f
1155,burnpro3d/d/f3/fd/run_f3fda5a0-feb0-40dc-acbe-d562927b579e,2023-06-19T11:57:10.628956-07:00,2023-06-19T12:30:32.601108-07:00,6748,600,90.0,1.341,0.9,0.1,1338800,1,646416.0,2002.0,0.0,0.0,3a245531-d184-4639-9b30-64350de17893,f3fda5a0-feb0-40dc-acbe-d562927b579e
1156,burnpro3d/d/66/67/run_66678dc6-9e6a-4546-a2f1-2e725ebfa8ff,2023-06-19T12:15:38.585240-07:00,2023-06-19T12:59:24.315749-07:00,6748,600,60.0,2.235,0.9,0.05,1339020,1,646416.0,2626.0,0.0,0.0,3a245531-d184-4639-9b30-64350de17893,66678dc6-9e6a-4546-a2f1-2e725ebfa8ff
1157,burnpro3d/d/3d/54/run_3d546aec-6071-40d1-a501-561d38086830,2023-06-19T12:22:08.923125-07:00,2023-06-19T12:57:12.082848-07:00,6748,600,120.0,3.576,0.9,0.05,1339176,1,646416.0,2104.0,0.0,0.0,3a245531-d184-4639-9b30-64350de17893,3d546aec-6071-40d1-a501-561d38086830
1158,burnpro3d/d/b5/40/run_b54064eb-c092-4cd5-865c-885e05c495a4,2023-06-19T12:21:52.507671-07:00,2023-06-19T13:03:17.205673-07:00,6748,600,120.0,3.576,0.9,0.03,1339692,1,646416.0,2485.0,0.0,0.0,3a245531-d184-4639-9b30-64350de17893,b54064eb-c092-4cd5-865c-885e05c495a4
1159,burnpro3d/d/c1/1a/run_c11a20b3-a5af-4b32-9ad0-aaefda22ebd5,2023-06-19T11:47:52.061378-07:00,2023-06-19T12:36:41.070942-07:00,6748,600,120.0,1.341,0.9,0.1,1338792,1,646416.0,2929.0,0.0,0.0,3a245531-d184-4639-9b30-64350de17893,c11a20b3-a5af-4b32-9ad0-aaefda22ebd5
1160,burnpro3d/d/b5/04/run_b504141b-3955-454b-8bd8-b1c384195b06,2023-06-19T11:54:17.147307-07:00,2023-06-19T12:38:09.711690-07:00,6748,600,120.0,2.235,0.9,0.03,1339052,1,646416.0,2632.0,0.0,0.0,3a245531-d184-4639-9b30-64350de17893,b504141b-3955-454b-8bd8-b1c384195b06
1161,burnpro3d/d/cc/43/run_cc4366e0-715b-41fa-aa4c-8a3df3aae8cb,2023-06-19T11:55:04.467159-07:00,2023-06-19T12:49:19.138191-07:00,6748,600,90.0,1.341,0.9,0.03,1339008,1,646416.0,3255.0,0.0,0.0,3a245531-d184-4639-9b30-64350de17893,cc4366e0-715b-41fa-aa4c-8a3df3aae8cb
1162,burnpro3d/d/6e/f8/run_6ef86bb5-9ce1-4338-a801-0a0a9a779b76,2023-06-19T12:01:53.865233-07:00,2023-06-19T12:49:31.949575-07:00,6748,600,90.0,2.235,0.9,0.03,1339216,1,646416.0,2858.0,0.0,0.0,3a245531-d184-4639-9b30-64350de17893,6ef86bb5-9ce1-4338-a801-0a0a9a779b76
1163,burnpro3d/d/63/9d/run_639d25e1-ea9b-4edd-b084-9742ce334b50,2023-06-19T11:55:08.367623-07:00,2023-06-19T12:40:52.454824-07:00,6748,600,90.0,1.341,0.9,0.05,1338836,1,646416.0,2744.0,0.0,0.0,3a245531-d184-4639-9b30-64350de17893,639d25e1-ea9b-4edd-b084-9742ce334b50
1164,burnpro3d/d/06/62/run_0662ad09-3946-4095-af81-5ff767f343bb,2023-06-19T12:22:32.397778-07:00,2023-06-19T13:03:27.884680-07:00,6748,600,120.0,3.576,0.9,0.1,1338992,1,646416.0,2455.0,0.0,0.0,3a245531-d184-4639-9b30-64350de17893,0662ad09-3946-4095-af81-5ff767f343bb
1165,burnpro3d/d/7a/43/run_7a434dac-66ce-4681-9b43-404ee2dec2f2,2023-06-19T11:42:44.142272-07:00,2023-06-19T12:11:20.506102-07:00,6748,600,90.0,2.235,0.9,0.1,1338892,1,646416.0,1716.0,0.0,0.0,3a245531-d184-4639-9b30-64350de17893,7a434dac-66ce-4681-9b43-404ee2dec2f2
