,canopy_moisture,run_max_mem_rss_bytes,sim_time,surface_moisture,threads,wind_direction,wind_speed,run_uuid,area,runtime,cpu_usage_total,mem_usage_total,transmitted_packets_total,received_packets_total,transmitted_bandwidth_total,received_bandwidth_total,queue_seconds
96,0.3,9272720.0,23361,0.1,1,90.0,3.0,6f8b5795-2e10-419e-9ec0-c8e5b17e3d50,2543220.0,47979.0,117317.1835782422,31442321407.0,96688.93459878492,218415.81405230603,871800844.8937601,1210408873.1629307,28.0
97,0.3,9273492.0,23361,0.1,1,90.0,5.0,8c0af050-9180-4f65-92cc-0c022290784a,2543220.0,36423.0,98550.80721945164,31442321407.0,88256.91308240319,207838.3007109789,754196203.9984231,1209066929.6903808,25.0
98,0.3,9259304.0,23361,0.3,1,90.0,3.0,097f0199-7fb5-4b08-a5dd-c92f69efc164,2543220.0,43654.0,77062.42807183843,20963508223.0,84540.16714871954,186022.9058183323,849512241.9513575,1091526867.081437,11.0
99,0.3,9259372.0,23361,0.3,1,90.0,5.0,89118c55-3b87-42c8-82d9-55e840102559,2543220.0,36886.0,66658.25470971799,20963508223.0,78108.15860925289,179286.53834684967,757629876.4809741,1090459872.6691031,15.0
100,0.5,9267480.0,23361,0.1,1,90.0,5.0,b6fa5d74-3694-409c-b136-2fa527891891,2543220.0,41813.0,153021.19980116474,40827039743.0,75880.34082801928,146699.41329939183,846018527.2844772,611173784.7649649,23.0
101,0.5,9266920.0,23361,0.1,1,90.0,3.0,64c5bd2d-882c-489a-8294-a1c3bc98d446,2543220.0,40260.0,146812.53023776552,40826912767.0,74331.64367284677,145044.8187346303,810901473.7402692,610968814.3281577,23.0
102,0.5,9273212.0,23361,0.3,1,90.0,5.0,e9a1b363-c4b6-4482-8961-102359510585,2543220.0,35457.0,63764.45841326667,20670975999.0,97276.45714769085,176310.06954241282,802880045.7248805,1208052615.0807717,17.0
103,0.5,9273316.0,23361,0.3,1,90.0,3.0,4476864f-ca63-4bb6-b779-832fa1f5af9a,2543220.0,36818.0,66481.98140847808,20670975999.0,99174.859289732,178737.74597684434,825193785.8614502,1207619597.318442,15.0
104,0.3,9265012.0,23361,0.1,1,90.0,5.0,bdd44fd0-6cd0-4e5b-9cf6-9b4ebdbe2c68,2543220.0,41768.0,114607.17925661831,31379341311.0,91121.2822955678,202842.3476146604,800049824.472925,1209722459.7901163,59.0
105,0.3,9261192.0,23361,0.1,1,90.0,3.0,0c8c896d-2b3e-499f-860b-96181bdb642e,2543220.0,46207.0,126281.81954881296,31379341311.0,95658.2622783468,208217.2573981916,870532949.3863182,1210270365.066276,62.0
106,0.3,9273116.0,23361,0.3,1,90.0,5.0,ced00e3b-e4b4-41f0-bd11-2369d7f57cef,2543220.0,31287.0,110853.1051598012,41612980223.0,66442.25866460365,137241.32184956202,755915752.9067607,610548157.759618,18.0
107,0.3,9273020.0,23361,0.3,1,90.0,3.0,0bd6bd92-fac6-4cd3-be82-6db0620b3169,2543220.0,35626.0,126754.90470894852,41612980223.0,71060.78700227573,142167.4046855216,847269542.1854732,611396071.097358,18.0
108,0.5,9264556.0,23361,0.1,1,90.0,3.0,7fba382b-a8dc-4f57-b113-0f3886ae6be7,2543220.0,44398.0,157015.38906719274,42001715199.0,64470.310949169136,149411.5338069354,868907018.1864709,619940421.0314634,5.0
109,0.5,9263068.0,23361,0.1,1,90.0,5.0,ef3e2b3e-1071-4853-9aaa-4aa29594955d,2543220.0,37618.0,136231.98279911454,42001715199.0,59630.50967428656,144570.7958294204,774855640.5637991,619046193.2218632,6.0
110,0.5,9256400.0,23361,0.3,1,90.0,5.0,613596ec-befd-4fc8-a682-90ca6f1c9b38,2543220.0,35834.0,96758.36523376446,40553824255.0,81275.54854518728,150370.40511656518,787896031.6102778,1205963628.4763343,56.0
111,0.3,9260596.0,23361,0.1,1,90.0,5.0,1807d3f4-c3b7-46c1-8371-69c3d03b59e1,2543220.0,41573.0,152052.99264340187,41904758783.0,94674.36652750988,237862.1720725165,810332542.7091562,1211659647.9928164,13.0
112,0.3,9259760.0,23361,0.1,1,90.0,3.0,1ecdd892-725c-4d43-815a-792920f3a2d3,2543220.0,43709.0,160606.33399755275,41904758783.0,96517.8525366517,239767.92365209584,845752764.4911097,1212181946.4241042,13.0
